section_id,course_id,subject_code,catalog_number,instructors,status,available_seats,waitlist_total,capacity,enrolled,meeting_time,location,instruction_mode,is_asynchronous
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,402,346,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,346,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,450,6,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,450,6,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,450,6,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,450,6,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,450,6,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,450,6,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,402,3,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,402,3,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,402,3,,Noland Hall 267,,
,,,,Allison Useche,WAITLISTED,,,144,13,,Vilas Hall 4020,,
,,,,Allison Useche,WAITLISTED,,,144,13,,Mosse Humanities Building 2211,,
,,,,Allison Useche,OPEN,,,144,13,,Mosse Humanities Building 2121,,
,,,,Allison Useche,WAITLISTED,,,144,13,,Mosse Humanities Building 2111,,
,,,,Allison Useche,WAITLISTED,,,144,13,,Mosse Humanities Building 2101,,
,,,,Allison Useche,WAITLISTED,,,144,13,,Mosse Humanities Building 2631,,
,,,,Allison Useche,WAITLISTED,,,144,13,,Mosse Humanities Building 2131,,
,,,,Allison Useche,WAITLISTED,,,144,13,,Mosse Humanities Building 2625,,
,,,,Alex Timmer,OPEN,,,100,75,,ONLINE,,
,,,,Allison Useche,WAITLISTED,,,144,130,,Vilas Hall 4020,,
,,,,Allison Useche,WAITLISTED,,,144,130,,Mosse Humanities Building 2211,,
,,,,Allison Useche,OPEN,,,144,130,,Mosse Humanities Building 2121,,
,,,,Allison Useche,WAITLISTED,,,144,130,,Mosse Humanities Building 2111,,
,,,,Allison Useche,WAITLISTED,,,144,130,,Mosse Humanities Building 2101,,
,,,,Allison Useche,WAITLISTED,,,144,130,,Mosse Humanities Building 2631,,
,,,,Allison Useche,WAITLISTED,,,144,130,,Mosse Humanities Building 2131,,
,,,,Allison Useche,WAITLISTED,,,144,130,,Mosse Humanities Building 2625,,
,,,,Jamie Henke-Paustian,OPEN,,,25,18,,Mosse Humanities Building 2441,,
,,,,Jamie Henke-Paustian,CLOSED,,,70,70,,ONLINE,,
,,,,Jamie Henke-Paustian,OPEN,,,40,38,,Mosse Humanities Building 2441,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,432,61,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 539,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,432,61,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,432,61,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,432,61,,Noland Hall 539,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 226,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,432,61,,Noland Hall 553,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 553,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 553,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,432,61,,Noland Hall 215,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 553,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,400,51,,Noland Hall 539,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 539,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 553,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 267,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",OPEN,,,400,51,,Noland Hall 539,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 223,,
,,,,"Jeremiah Yahn, Seth Blair, Simon Gilroy",CLOSED,,,400,51,,Noland Hall 267,,
,,,,Leslie Bow,CLOSED,,,0,164,,Ingraham Hall 115,,
,,,,Leslie Bow,CLOSED,,,0,164,,Van Hise Hall 355,,
,,,,Leslie Bow,CLOSED,,,0,164,,Ingraham Hall 120,,
,,,,Leslie Bow,CLOSED,,,0,164,,Ingraham Hall 122,,
,,,,Leslie Bow,CLOSED,,,0,164,,Van Hise Hall 387,,
,,,,Leslie Bow,CLOSED,,,0,164,,Van Hise Hall 386,,
,,,,Leslie Bow,CLOSED,,,0,164,,Van Hise Hall 479,,
,,,,Leslie Bow,CLOSED,,,0,164,,Van Hise Hall 290,,
,,,,Leslie Bow,CLOSED,,,0,164,,Ingraham Hall 120,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 579,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 579,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,473,,Noland Hall 577,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 261,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 569,,
,,,,"Kate McCulloh, Sara Hotchkiss, Aaron Ragsdale",CLOSED,,,601,4,,Noland Hall 569,,
